file,adv,stop,rear,travel_time,match,remark
20230123_16,102079,202092,,5.4,0,
20230123_16,102082,202093,,4.5,0,
20230123_16,102082,202102,,12,0,
20230123_16,102082,202097,,7.4,0,
20230123_16,102084,202098,,9.1,0,
20230123_16,102084,202095,,4.7,1,
20230123_16,102089,202097,,4.1,0,
20230123_16,102089,202102,,8.7,0,
20230123_16,102090,202098,,6.1,1,
20230123_16,102091,202100,,6.7,0,
20230123_16,102094,202102,,6.6,0,
20230123_16,102096,202100,,4.3,0,
20230123_16,102173,,302174,4.3,1,
20230123_16,102175,202178,,8.2,1,
20230123_16,102366,202373,,4.9,0,
20230123_16,102365,202372,,4.6,0,
20230123_16,102365,202370,,3.5,1,
20230123_16,102366,202371,,3.6,1,
20230123_16,102367,202372,,3.6,1,
20230123_16,102367,202370,,2.5,0,
20230123_16,102368,202373,,3.6,1,
20230123_16,102369,202374,,3.2,0,
20230123_16,102369,202379,,10,0,
20230123_17,100134,200147,,11.3,0,
20230123_17,100134,200138,,3.9,0,
20230123_17,100134,200140,,5.8,0,
20230123_17,100409,200421,,6.5,0,
20230123_17,100409,200416,,4.5,0,
20230123_17,100409,200428,,10.2,0,
20230123_17,100410,200422,,5.5,0,
20230123_17,100410,200429,,9.5,0,
20230123_17,100410,200420,,4.1,0,
20230123_17,100412,200430,,9.5,0,
20230123_17,100412,200424,,5.4,1,
20230123_17,100413,200421,,3.6,0,
20230123_17,100413,200428,,7.3,0,
20230123_17,100414,200429,,8.3,0,
20230123_17,100414,200422,,4.3,0,
20230123_17,100414,200420,,2.9,0,
20230123_17,100417,200430,,7.3,1,
20230123_17,100417,200424,,3.2,0,
20230123_17,100418,200428,,5.6,0,
20230123_17,100419,200429,,6.5,0,
20230123_17,100419,200422,,2.5,0,
20230123_17,100425,200429,,3.6,0,
20230123_17,100498,200509,,9.8,0,
20230123_17,100498,200507,,6.7,0,
20230123_17,100498,200503,,4.6,0,
20230123_17,100501,200508,,5.1,0,
20230123_17,100505,200511,,5,1,
20230123_17,100506,200509,,3.4,0,
20230123_17,100594,200612,,8.4,0,
20230123_17,100594,200606,,5.7,0,
20230123_17,100595,200613,,8.1,0,
20230123_17,100596,200608,,5.7,1,
20230123_17,100596,200611,,7.6,0,
20230123_17,100597,200612,,6.8,0,
20230123_17,100597,200606,,4.1,0,
20230123_17,100600,200612,,6.2,0,
20230123_17,100600,200606,,3.5,0,
20230123_17,100601,200611,,4.8,1,
20230123_17,100601,200608,,2.9,0,
20230123_17,100601,200618,,10.7,0,
20230123_17,100602,200612,,4.7,0,
20230123_17,100603,200617,,9.8,0,
20230123_17,100603,200613,,4.8,0,
20230123_17,100607,200617,,7.3,0,
20230123_17,100609,200617,,6.5,0,
20230123_17,100610,200618,,6.6,1,
20230123_17,100747,200754,,3.9,1,
20230123_17,100747,200761,,10.7,0,
20230123_17,100748,200760,,10.6,0,
20230123_17,100748,200757,,4.9,1,
20230123_17,100753,200759,,4,1,
20230123_17,100753,200762,,8.8,0,
20230123_17,100755,200760,,6.8,1,
20230123_17,100756,200761,,5.8,1,
20230123_17,100758,200762,,6.6,1,
20230123_17,101000,201001,,5.7,0,
20230123_17,101131,201135,,12,0,
20230123_17,101131,201133,,4.1,1,
20230123_17,101134,201135,,6.8,1,
20230123_17,101271,201280,,6,0,
20230123_17,101271,201288,,10.4,0,
20230123_17,101273,201293,,12.2,0,
20230123_17,101273,201282,,5.6,0,
20230123_17,101276,201280,,2.9,0,
20230123_17,101276,201288,,7.3,0,
20230123_17,101277,,301295,12.6,0,
20230123_17,101277,201282,,2.9,0,
20230123_17,101277,201293,,9.5,0,
20230123_17,101278,201288,,5.9,0,
20230123_17,101279,,301295,10.5,0,
20230123_17,101279,201293,,7.4,0,
20230123_17,101281,201289,,4.4,0,
20230123_17,101283,,301295,9.2,0,
20230123_17,101283,201293,,6.1,0,
20230123_17,101467,201470,,5.3,1,
20230123_17,101468,201471,,4.2,1,
20230123_17,101576,,301580,5.4,1,
20230123_17,101577,201579,,4,1,
20230123_17,101577,201586,,11.2,0,
20230123_17,101578,201582,,4.1,0,
20230123_17,101578,201590,,12.1,0,
20230123_17,101581,201586,,5.9,1,
20230123_17,101654,201658,,4.3,1,
20230123_17,101654,201663,,11.8,0,
20230123_17,101656,201659,,4.4,1,
20230123_17,101657,201663,,7.9,1,
20230123_17,101756,201760,,6,0,
20230123_17,101756,201759,,3.5,0,
20230123_17,101926,201934,,5.7,0,
20230123_17,101926,201937,,7.2,0,
20230123_17,101926,201944,,11.8,0,
20230123_17,101926,201932,,4.6,1,
20230123_17,101927,201933,,4.6,1,
20230123_17,101928,201931,,3.7,1,
20230123_17,101929,201932,,3.2,0,
20230123_17,101929,201934,,4.3,1,
20230123_17,101929,201937,,5.8,0,
20230123_17,101929,201944,,10.4,0,
20230123_17,101930,201937,,4.5,1,
20230123_17,101930,201934,,3,0,
20230123_17,101930,201944,,9.1,0,
20230123_17,101935,201944,,6,1,
20230123_17,102076,202089,,11.2,0,
20230123_17,102076,202083,,5.9,0,
20230123_17,102078,202086,,4.7,0,
20230123_17,102079,202087,,4.9,0,
20230123_17,102079,202092,,11.4,0,
20230123_17,102082,202089,,7.1,0,
20230123_17,102084,202092,,8.3,0,
20230123_17,102158,202159,,8.4,1,
20230123_17,102333,202341,,7.8,0,
20230123_17,102333,202336,,4.1,0,
20230123_17,102334,202341,,5.9,0,
20230123_17,102335,202341,,4.6,0,
20230123_17,102337,,302346,6,0,
20230123_17,102337,,302348,8.4,0,
20230123_18,100005,200008,,7.5,0,
20230123_18,100098,200100,,4.5,1,
20230123_18,100193,200201,,4.8,0,
20230123_18,100193,200205,,6.7,0,
20230123_18,100193,200214,,11.4,0,
20230123_18,100195,200205,,4.8,0,
20230123_18,100195,200201,,2.9,0,
20230123_18,100195,200214,,9.5,0,
20230123_18,100196,200206,,5,0,
20230123_18,100196,200210,,7,0,
20230123_18,100197,200216,,9.5,0,
20230123_18,100197,200207,,4.9,0,
20230123_18,100197,200211,,6.1,0,
20230123_18,100200,200218,,11,0,
20230123_18,100200,200210,,4.8,0,
20230123_18,100200,200206,,2.8,0,
20230123_18,100202,200214,,6.3,0,
20230123_18,100203,200210,,3.8,0,
20230123_18,100203,200218,,10,0,
20230123_18,100204,200211,,3.1,0,
20230123_18,100204,200216,,6.5,0,
20230123_18,100208,200214,,2.5,0,
20230123_18,100209,200216,,3.8,0,
20230123_18,100278,200290,,7.5,0,
20230123_18,100278,,300298,11.5,0,
20230123_18,100281,200302,,11,0,
20230123_18,100281,200296,,7.3,0,
20230123_18,100281,200289,,4.4,0,
20230123_18,100282,200290,,4.5,0,
20230123_18,100282,,300298,8.5,0,
20230123_18,100283,200301,,9.2,0,
20230123_18,100283,200293,,4.8,0,
20230123_18,100285,200296,,4,0,
20230123_18,100285,200302,,7.7,0,
20230123_18,100286,200308,,11,0,
20230123_18,100286,,300298,5.6,0,
20230123_18,100287,200301,,7.5,0,
20230123_18,100287,200293,,3.1,0,
20230123_18,100288,200302,,6.8,0,
20230123_18,100288,200296,,3.1,0,
20230123_18,100291,,300298,3.9,0,
20230123_18,100291,200308,,9.3,0,
20230123_18,100292,200301,,5.8,0,
20230123_18,100497,200500,,4,1,
20230123_18,100497,200509,,11.3,0,
20230123_18,100499,200505,,5.5,0,
20230123_18,100502,200509,,6.1,1,
20230123_18,100577,200585,,4.2,0,
20230123_18,100577,200589,,10.4,0,
20230123_18,100580,200585,,3.4,0,
20230123_18,100580,200589,,9.6,0,
20230123_18,100584,200589,,7,0,
20230123_18,100686,,300701,12.5,1,
20230123_18,100689,200700,,11.9,0,
20230123_18,100689,200698,,6.3,0,
20230123_18,100693,200699,,4.2,0,
20230123_18,100694,200698,,4,0,
20230123_18,100694,200700,,9.6,0,
20230123_18,100936,200949,,7.9,0,
20230123_18,100936,200955,,12.2,0,
20230123_18,100938,200944,,3.5,0,
20230123_18,100938,200950,,6,0,
20230123_18,100938,200957,,11.5,0,
20230123_18,100940,200955,,8.5,0,
20230123_18,100940,200949,,4.2,0,
20230123_18,100941,200957,,9.8,0,
20230123_18,100941,200950,,4.3,0,
20230123_18,100943,200952,,5.4,0,
20230123_18,100945,200955,,6.3,0,
20230123_18,100946,200955,,4.6,0,
20230123_18,100947,200952,,3.1,0,
20230123_18,100948,200957,,5.8,0,
20230123_18,101067,201069,,5.3,1,
20230123_18,101070,,301071,5,1,
20230123_18,101121,201124,,7.8,0,
20230123_18,101123,201125,,6.8,1,
20230123_18,101168,,301170,4.5,1,
20230123_18,101200,201201,,5,1,
20230123_18,101225,201226,,5.6,1,
20230123_18,101289,201291,,3.5,1,
20230123_18,101290,201293,,3.6,1,
20230123_18,101292,201297,,6.7,0,
20230123_18,101294,201297,,4.7,0,
20230123_18,101320,201321,,3.1,1,
20230123_18,101456,201461,,8.9,1,
20230123_18,101459,201464,,10.9,1,
20230123_18,101460,201462,,6.9,1,
20230123_18,101501,201504,,4.7,1,
20230123_18,101503,201505,,4.2,1,
20230123_18,101571,201573,,4.2,1,
20230123_18,101571,201576,,11.7,0,
20230123_18,101574,201576,,6.8,1,
20230123_18,101626,201629,,6.1,0,
20230123_18,101669,,301670,6.5,1,
20230123_18,101701,201708,,5.7,0,
20230123_18,101701,201713,,9.4,0,
20230123_18,101705,201717,,9.1,0,
20230123_18,101705,201711,,5.2,0,
20230123_18,101709,201714,,2.8,0,
20230123_18,101791,,301793,5.2,0,
20230123_19,100130,200131,,4.1,1,
20230123_19,100167,200168,,4.2,1,
20230123_19,100218,200221,,3.3,1,
20230123_19,100219,200222,,5.4,1,
20230123_19,100315,200318,,6.2,1,
20230123_19,100437,200441,,6.2,0,
20230123_19,100438,,300442,5.2,1,
20230123_19,100614,200615,,6,1,
20230123_19,100679,200680,,3.7,1,
20230123_19,100798,200799,,4.5,1,
20230123_19,100874,200876,,7.5,1,
20230123_19,100902,200904,,5.1,1,
20230123_19,100903,200904,,2.6,1,
20230123_19,100941,200942,,5.8,1,
20230123_19,100976,200977,,7.7,1,
20230123_19,101026,201030,,5.5,0,
20230123_19,101027,201031,,5.7,1,
20230123_20,100000,200005,,5.4,0,
20230123_20,100002,200006,,6.1,0,
20230123_20,100001,200005,,3.3,0,
20230123_20,100068,,300069,5.4,1,
20230123_20,100093,200094,,6,1,
20230123_20,100130,200132,,4.1,1,
20230123_20,100131,200133,,6.1,1,
20230123_20,100303,200304,,3.5,1,
20230123_20,100373,200377,,6.6,1,
20230123_20,100401,200402,,3.6,1,
20230123_20,100429,200436,,6.3,0,
20230123_20,100429,200432,,3.8,0,
20230123_20,100430,200436,,5.1,0,
20230123_20,100430,200432,,2.6,0,
20230123_20,100431,200435,,4.3,0,
20230123_20,100434,,300439,5,0,
20230123_20,100434,200437,,3.2,0,
20230123_20,100516,200520,,4.7,1,
20230123_20,100517,200521,,4.7,1,
20230123_20,100522,200523,,8.2,1,
20230123_20,100541,200544,,6.7,0,
20230123_20,100542,200544,,3.6,0,
20230123_20,100718,200719,,5.7,1,
20230123_20,100813,,300814,5.6,1,
20230123_20,100849,200850,,6.4,1,
20230123_21,100000,200003,,7.6,0,
20230123_21,100040,200041,,6.4,1,
20230123_21,100076,200080,,7.3,1,
20230123_21,100077,200082,,7.2,1,
20230123_21,100140,200143,,3.9,1,
20230123_21,100141,,300144,4.5,1,
20230123_21,100142,200145,,7.5,1,
20230123_21,100296,200298,,6.9,1,
20230123_21,100333,200335,,4.3,1,
20230123_21,100336,200338,,7.2,1,
20230123_21,100347,200348,,7.5,1,
20230123_21,100392,200393,,4.4,0,
20230123_21,100435,200436,,4.3,1,
20230123_21,100461,200464,,9.4,0,
20230123_21,100462,200464,,6.9,0,
20230123_21,100489,200490,,5.7,1,
20230123_21,100519,200521,,4.7,1,
20230123_21,100545,200546,,4.5,1,
20230123_21,100628,200630,,4.5,0,
20230123_21,100629,200631,,3.5,1,
20230123_21,100676,200678,,3.3,1,
20230123_21,100676,200680,,8.4,0,
20230123_21,100677,200680,,5.9,1,
20230123_21,100679,,300681,5.7,1,
20230123_21,100716,200717,,7.5,1,
20230123_21,100735,,300737,5,1,
20230123_22,100023,,300025,6.1,1,
20230123_22,100099,200100,,4.6,1,
20230123_22,100224,200225,,3.1,1,
20230123_22,100226,200227,,6.3,1,
20230123_22,100246,200247,,3.8,1,
20230123_22,100318,200319,,5.7,1,
20230123_22,100575,200576,,4.5,1,
20230123_23,100000,200001,,7,0,
20230123_23,100051,200052,,5.9,1,
20230123_23,100357,200358,,7.4,1,
20230124_00,100142,200143,,7.4,1,
20230124_01,100081,200082,,6.7,1,
20230124_01,100105,200106,,6.7,1,
20230124_01,100158,200159,,3.9,1,
20230124_01,100162,200163,,3.9,1,
20230124_03,100085,200086,,7.9,1,
20230124_04,100051,200052,,3.9,1,
20230124_04,100123,200124,,7.7,1,
20230124_04,100143,200144,,4.4,1,
20230124_04,100149,200150,,4.9,1,
20230124_04,100171,200173,,7.6,1,
20230124_04,100187,200188,,6.2,1,
20230124_04,100202,200207,,4,1,
20230124_04,100205,200208,,4.7,1,
20230124_04,100231,200234,,4,0,
20230124_04,100235,200236,,7.1,1,
20230124_05,100024,200025,,3.6,1,
20230124_05,100048,200049,,3.6,1,
20230124_05,100074,200077,,4.5,0,
20230124_05,100075,200078,,9.1,0,
20230124_05,100076,200078,,5.7,0,
20230124_05,100085,200087,,6.1,1,
20230124_05,100086,200088,,6.9,1,
20230124_05,100111,200115,,8.5,0,
20230124_05,100112,200115,,4.2,0,
20230124_05,100113,200116,,6.1,1,
20230124_05,100127,200129,,6.8,1,
20230124_05,100133,,300141,8,0,
20230124_05,100133,200136,,3.5,1,
20230124_05,100135,200138,,4,1,
20230124_05,100135,200144,,11.2,0,
20230124_05,100137,,300141,4.2,1,
20230124_05,100139,200144,,6.2,1,
20230124_05,100140,200145,,8.1,1,
20230124_05,100173,200174,,6.3,1,
20230124_05,100242,200243,,6.6,1,
20230124_05,100259,200261,,6.6,1,
20230124_05,100260,200262,,7.3,1,
20230124_05,100283,200287,,3.8,1,
20230124_05,100283,200289,,7.6,0,
20230124_05,100284,200289,,4.8,1,
20230124_05,100285,200290,,6.3,1,
20230124_05,100286,200291,,6.5,1,
20230124_05,100317,200318,,5.9,1,
20230124_05,100336,200337,,4.7,1,
20230124_05,100368,200369,,4.5,1,
20230124_05,100400,200401,,5.4,1,
20230124_06,100000,200001,,5.7,0,
20230124_06,100026,200027,,5,1,
20230124_06,100058,200060,,3.6,1,
20230124_06,100073,200074,,4,1,
20230124_06,100219,200220,,6,1,
20230124_06,100247,200249,,4.9,1,
20230124_06,100248,200250,,5.5,1,
20230124_06,100528,,300529,6,1,
20230124_06,100683,200685,,4.7,0,
20230124_06,100684,200686,,8.1,0,
20230124_06,100777,200778,,4.2,1,
20230124_07,100203,200204,,3.9,1,
20230124_07,100282,200283,,4.8,1,
20230124_07,100535,200541,,11,0,
20230124_07,100535,200538,,4.6,1,
20230124_07,100537,200540,,3.5,1,
20230124_07,100539,200541,,5.9,1,
20230124_07,100588,200589,,7.6,1,
20230124_07,100686,,300687,6.3,1,
20230124_07,100754,200756,,4.4,1,
20230124_07,100823,200826,,3.9,1,
20230124_07,100824,200830,,12.5,0,
20230124_07,100824,200825,,3.1,0,
20230124_07,100852,200855,,5.1,0,
20230124_07,100852,200854,,3.5,1,
20230124_07,100853,200855,,3.2,1,
20230124_07,100928,200930,,11.8,1,
20230124_07,101044,201045,,4.7,1,
20230124_07,101300,201303,,6.7,1,
20230124_07,101380,201382,,3.6,1,
20230124_07,101380,201383,,5.2,0,
20230124_07,101381,201383,,3.6,1,
20230124_08,100093,200094,,5,1,
20230124_08,100306,200307,,5.6,1,
20230124_08,100374,200375,,3.4,1,
20230124_08,100376,200380,,8.2,0,
20230124_08,100376,200379,,3.7,0,
20230124_08,100442,200445,,5.6,0,
20230124_08,100442,,300448,11.8,0,
20230124_08,100443,200446,,6.7,1,
20230124_08,100561,200562,,5.5,1,
20230124_08,100943,200944,,5.4,1,
20230124_08,100977,200978,,6.5,1,
20230124_08,101062,201063,,2.6,1,
20230124_08,101242,201244,,4.3,1,
20230124_08,101243,201245,,4.1,1,
20230124_09,100042,200047,,4.4,1,
20230124_09,100043,200046,,3.8,1,
20230124_09,100045,200049,,5.8,0,
20230124_09,100045,,300051,7,0,
20230124_09,100048,,300051,4.9,0,
20230124_09,100048,200049,,3.7,0,
20230124_09,100074,200075,,8.2,1,
20230124_09,100097,200106,,7,0,
20230124_09,100097,200107,,8.5,0,
20230124_09,100099,200105,,3.9,0,
20230124_09,100101,200106,,3.9,0,
20230124_09,100101,200107,,5.4,0,
20230124_09,100103,200107,,4,0,
20230124_09,100103,200106,,2.5,0,
20230124_09,100104,200109,,5.9,0,
20230124_09,100148,200149,,3.4,1,
20230124_09,100228,200229,,5.8,1,
20230124_09,100417,200418,,6.1,1,
20230124_09,100447,200448,,5.4,1,
20230124_09,100466,200467,,6.5,1,
20230124_09,100581,200582,,8,1,
20230124_09,100619,200620,,7,1,
20230124_09,100667,200668,,6.4,1,
20230124_09,100770,,300772,4.5,1,
20230124_09,100871,200874,,5.6,1,
20230124_09,100955,200956,,4.5,1,
20230124_09,101090,201091,,5.2,1,
20230124_09,101124,201125,,4.1,1,
20230124_09,101199,201200,,4.1,1,
20230124_10,100200,200201,,7,1,
20230124_10,100242,200244,,5.5,0,
20230124_10,100245,200249,,6.8,0,
20230124_10,100289,200291,,5,1,
20230124_10,100290,200292,,7.2,1,
20230124_10,100353,200354,,6,1,
20230124_10,100379,,300380,5.9,1,
20230124_10,100462,200463,,5,1,
20230124_10,100512,200513,,4.6,1,
20230124_10,100539,200541,,4.2,1,
20230124_10,100602,200603,,4.7,1,
20230124_10,100685,200686,,6.3,1,
20230124_10,100732,200735,,5.1,1,
20230124_10,100761,200763,,4.9,1,
20230124_10,100798,200801,,6.3,1,
20230124_10,100799,200802,,7.3,1,
20230124_10,100856,200857,,5,0,
20230124_10,100856,200858,,8.1,0,
20230124_10,101035,201036,,4.5,1,
20230124_10,101077,,301079,5.3,1,
20230124_10,101078,201080,,6.5,1,
20230124_10,101118,201119,,5.4,1,
20230124_11,100047,200048,,4.2,1,
20230124_11,100145,200147,,6.2,1,
20230124_11,100186,200187,,4.2,1,
20230124_11,100288,200291,,5.1,1,
20230124_11,100374,200377,,7.1,1,
20230124_11,100375,200376,,4.2,1,
20230124_11,100434,200436,,5,1,
20230124_11,100435,200437,,5.7,1,
20230124_11,100483,200484,,5.3,1,
20230124_11,100593,200594,,3.9,1,
20230124_11,100720,200723,,4.7,1,
20230124_11,100768,200770,,6.6,1,
20230124_11,100811,,300814,7.5,0,
20230124_11,100812,,300814,4.5,0,
20230124_11,100832,200833,,5.2,1,
20230124_11,100890,200892,,5.7,0,
20230124_11,100980,200989,,6.2,1,
20230124_11,100980,200993,,11.5,0,
20230124_11,100980,200991,,8.1,0,
20230124_11,100984,200993,,10,0,
20230124_11,100984,200989,,4.7,0,
20230124_11,100984,200991,,6.6,1,
20230124_11,100986,200993,,8.5,1,
20230124_11,100986,200991,,5.1,0,
20230124_11,100986,200989,,3.2,0,
20230124_11,100990,200994,,7.6,0,
20230124_11,101028,201030,,4.4,0,
20230124_11,101028,,301029,2.5,0,
20230124_11,101097,201099,,4.8,1,
20230124_11,101097,201100,,6.3,0,
20230124_11,101098,201100,,4.2,1,
20230124_11,101098,201099,,2.7,0,
20230124_11,101144,201145,,4.5,0,
20230124_11,101241,201251,,10.1,0,
20230124_11,101241,201249,,7,0,
20230124_11,101244,201250,,6.5,0,
20230124_11,101244,201248,,3.7,0,
20230124_11,101244,201252,,12.3,0,
20230124_11,101247,201252,,10,0,
20230124_11,101247,201250,,4.2,0,
20230124_11,101293,201296,,4.6,1,
20230124_11,101295,,301297,4.5,1,
20230124_11,101345,201351,,5.2,1,
20230124_12,100002,200003,,6.8,0,
20230124_12,100086,200088,,4.3,1,
20230124_12,100208,200212,,8.8,0,
20230124_12,100262,200270,,6.2,0,
20230124_12,100262,200268,,4.3,0,
20230124_12,100406,200408,,5.7,0,
20230124_12,100407,,300409,3.6,1,
20230124_12,100460,200463,,7.8,1,
20230124_12,100518,200521,,13,1,
20230124_12,100618,200620,,4.7,1,
20230124_12,100621,200622,,7.1,1,
20230124_12,100664,200669,,10.6,1,
20230124_12,100697,,300701,8,0,
20230124_12,100697,200700,,4.3,0,
20230124_12,100699,,300701,5.3,0,
20230124_12,100751,200756,,5,1,
20230124_12,100788,200790,,6.4,0,
20230124_12,100876,200890,,11.6,0,
20230124_12,100876,200887,,6.6,0,
20230124_12,100876,200889,,8.5,0,
20230124_12,100879,200888,,7.2,0,
20230124_12,100879,200885,,5.1,0,
20230124_12,100880,200887,,4.5,0,
20230124_12,100880,200890,,9.5,0,
20230124_12,100880,200889,,6.4,0,
20230124_12,100883,200889,,5,0,
20230124_12,100883,200890,,8.1,0,
20230124_12,100883,200887,,3.1,0,
20230124_12,100886,200890,,5.2,0,
20230124_12,100921,200924,,3.9,1,
20230124_12,100997,201001,,5.3,1,
20230124_12,100997,201003,,9,0,
20230124_12,100997,201002,,7,0,
20230124_12,100999,201003,,7.4,0,
20230124_12,100999,201001,,3.7,0,
20230124_12,100999,201002,,5.4,1,
20230124_12,101066,201073,,9.5,0,
20230124_12,101066,201072,,5.4,0,
20230124_12,101068,201073,,7,0,
20230124_12,101068,201072,,2.9,0,
20230124_12,101071,201073,,4.4,0,
20230124_12,101129,,301135,7.8,1,
20230124_12,101130,201137,,8.4,0,
20230124_12,101130,201133,,3.5,0,
20230124_12,101130,201134,,5.9,0,
20230124_12,101188,201191,,4.3,0,
20230124_12,101188,201194,,7.8,0,
20230124_12,101192,201195,,5.6,0,
20230124_12,101193,201198,,6.5,0,
20230124_12,101243,201247,,5.6,1,
20230124_12,101243,201248,,6.9,0,
20230124_12,101244,201248,,5.6,1,
20230124_12,101244,201247,,4.3,0,
20230124_12,101249,201250,,6.1,1,
20230124_12,101348,201350,,5.9,1,
20230124_12,101493,201494,,4.7,1,
20230124_12,101598,201603,,10.1,0,
20230124_12,101598,,301602,5.3,0,
20230124_12,101599,201601,,4.3,1,
20230124_12,101600,201603,,5.3,0,
20230124_13,100067,200072,,9.5,0,
20230124_13,100067,200070,,5,1,
20230124_13,100069,200070,,2.5,0,
20230124_13,100069,200072,,7,1,
20230124_13,100173,200174,,7.9,1,
20230124_13,100321,200323,,4,1,
20230124_13,100322,200324,,4.5,1,
20230124_13,100371,200373,,4.8,1,
20230124_13,100372,200374,,6.5,1,
20230124_13,100394,200395,,6,1,
20230124_13,100627,200632,,6.2,0,
20230124_13,100628,200631,,5.2,0,
20230124_13,100629,200632,,4.4,0,
20230124_13,100801,200809,,10,0,
20230124_13,100801,200807,,6.1,0,
20230124_13,100801,200805,,3.9,0,
20230124_13,100802,200808,,6.3,0,
20230124_13,100802,200806,,3.5,0,
20230124_13,100872,200875,,6.6,1,
20230124_13,100873,200876,,6.6,1,
20230124_13,100964,200965,,4.4,1,
20230124_13,101009,201013,,5.4,1,
20230124_13,101010,201014,,5.3,1,
20230124_13,101010,201015,,7.5,0,
20230124_13,101011,201016,,6.7,1,
20230124_13,101012,201015,,5.6,1,
20230124_13,101012,201014,,3.4,0,
20230124_13,101053,201055,,5.7,0,
20230124_13,101109,201112,,3.6,0,
20230124_13,101109,201113,,5.7,0,
20230124_13,101109,201117,,8.7,0,
20230124_13,101111,,301116,5.6,1,
20230124_13,101114,201117,,3,0,
20230124_13,101115,201120,,7.8,0,
20230124_13,101339,201345,,7.1,0,
20230124_13,101339,201346,,10.2,0,
20230124_13,101339,201344,,5.6,1,
20230124_13,101341,201346,,7.5,0,
20230124_13,101341,201345,,4.4,1,
20230124_13,101341,201344,,2.9,0,
20230124_13,101343,201346,,5,1,
20230124_13,101397,201404,,3.5,0,
20230124_13,101397,201409,,9.5,0,
20230124_13,101397,201407,,5.9,0,
20230124_13,101398,201403,,3.1,0,
20230124_13,101398,201406,,4.7,0,
20230124_13,101398,201408,,7.1,0,
20230124_13,101398,201410,,11.5,0,
20230124_13,101401,201408,,4.8,0,
20230124_13,101401,201410,,9.2,0,
20230124_13,101402,201407,,2.7,0,
20230124_13,101402,201409,,6.3,0,
20230124_13,101451,201459,,11.1,0,
20230124_13,101451,201457,,5.7,0,
20230124_13,101451,201458,,7.2,0,
20230124_13,101451,201456,,3.8,0,
20230124_13,101455,201458,,4.9,0,
20230124_13,101455,201459,,8.8,0,
20230124_13,101455,201457,,3.4,0,
20230124_13,101507,201512,,7,1,
20230124_13,101568,201581,,6.7,0,
20230124_13,101568,201578,,5.2,0,
20230124_13,101571,201582,,7.7,0,
20230124_13,101571,201579,,5.3,0,
20230124_13,101572,201583,,8.2,0,
20230124_13,101572,201580,,5.6,1,
20230124_13,101577,201580,,2.8,0,
20230124_13,101577,201583,,5.4,1,
20230124_13,101620,201622,,3.3,1,
20230124_13,101621,201623,,4,1,
20230124_14,100108,200116,,4.4,1,
20230124_14,100108,200121,,10.1,0,
20230124_14,100109,200115,,3.9,1,
20230124_14,100109,,300123,11.3,0,
20230124_14,100113,200122,,9.1,0,
20230124_14,100113,200119,,4.6,0,
20230124_14,100113,200118,,3.2,0,
20230124_14,100114,200121,,5.8,1,
20230124_14,100117,200122,,6.2,0,
20230124_14,100120,,300123,5.1,1,
20230124_14,100179,200180,,5.8,1,
20230124_14,100296,200297,,3.5,1,
20230124_14,100445,200454,,6.6,0,
20230124_14,100445,200456,,8.6,0,
20230124_14,100446,200460,,11.1,0,
20230124_14,100448,200454,,4.5,0,
20230124_14,100448,200456,,6.5,0,
20230124_14,100452,200456,,4.1,0,
20230124_14,100453,200460,,5.8,0,
20230124_14,100455,200460,,3.7,0,
20230124_14,100457,200468,,7.8,0,
20230124_14,100672,200673,,3.7,1,
20230124_14,100860,200880,,10.2,0,
20230124_14,100860,200872,,5.7,0,
20230124_14,100861,200876,,6.5,0,
20230124_14,100863,200879,,7.2,0,
20230124_14,100863,200874,,5.1,0,
20230124_14,100865,200880,,6.9,0,
20230124_14,100866,200879,,6.3,0,
20230124_14,100866,200874,,4.2,0,
20230124_14,100868,200876,,3.8,0,
20230124_14,100869,200880,,5.5,0,
20230124_14,100870,200874,,2.5,0,
20230124_14,100870,200879,,4.6,0,
20230124_14,100873,200879,,3.2,0,
20230124_14,100875,200880,,2.6,0,
20230124_14,100976,,300979,7.6,1,
20230124_14,101063,201071,,12.1,0,
20230124_14,101063,,301064,3.7,0,
20230124_14,101224,201237,,8.5,0,
20230124_14,101224,201236,,6.2,0,
20230124_14,101224,201232,,4.7,1,
20230124_14,101225,201233,,4.9,0,
20230124_14,101225,,301234,5,0,
20230124_14,101227,201233,,3.7,0,
20230124_14,101227,,301234,3.8,0,
20230124_14,101229,201237,,5.8,0,
20230124_14,101229,201236,,3.5,1,
20230124_14,101235,201237,,3.1,0,
20230124_14,101282,201283,,4.3,1,
20230124_14,101389,,301396,8.4,0,
20230124_14,101389,,301393,4.5,0,
20230124_14,101390,201394,,4,0,
20230124_14,101391,201395,,3.5,0,
20230124_14,101548,201560,,9.1,1,
20230124_14,101551,201558,,6.1,0,
20230124_14,101551,201556,,4.1,1,
20230124_14,101553,201558,,4.2,1,
20230124_14,101554,201568,,8.7,0,
20230124_14,101554,201559,,3.4,1,
20230124_14,101555,201560,,3.4,0,
20230124_14,101555,201564,,7.4,1,
20230124_14,101557,201568,,6.7,1,
20230124_14,101682,201687,,5.8,0,
20230124_14,101682,201686,,3.9,1,
20230124_14,101684,201687,,3.7,1,
20230124_14,101685,201691,,7.3,1,
20230124_14,101792,201794,,7.6,1,
20230124_14,101972,201979,,4.9,0,
20230124_14,101972,201993,,11,0,
20230124_14,101972,,301987,8,0,
20230124_14,101974,201982,,6,0,
